v1,v2
ham,So wats ur opinion abt him and how abt is character?
ham,Good. Good job. I like entrepreneurs
ham,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*"
ham,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched..."
ham,How come guoyang go n tell her? Then u told her?
ham,Oh k. . I will come tomorrow
ham,Forgot to tell Ì_ smth.. Can Ì_ like number the sections so that it's clearer..
ham,Are you available for soiree on June 3rd?
ham,Arun can u transfr me d amt
ham,"Nah I don't think he goes to usf, he lives around here though"
spam,A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611 
ham,How much for an eighth?
ham,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.
ham,"Hmph. Go head, big baller."
ham,Have you had a good day? Mine was really busy are you up to much tomorrow night?
ham,"When you get free, call me"
ham,"Height of \Oh shit....!!\"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay"
ham,Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit... 
ham,What is your record for one night? :)
ham,Love it! The girls at the office may wonder why you are smiling but sore...
ham,I am going to sao mu today. Will be done only at 12 
ham,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?
ham,Ok i msg u b4 i leave my house.
ham,At what time are you coming.
ham,Hello! Good week? Fancy a drink or something later?
ham,"\Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx\"""""
spam,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.
ham,Finally the match heading towards draw as your prediction.
ham,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.
ham,"Sir, i am waiting for your call, once free please call me."
ham,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .
ham,Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love
ham,Then we gotta do it after that
ham,"I'm back &amp; we're packing the car now, I'll let you know if there's room"
spam,Promotion Number: 8714714 - UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 å£1.50perWKsub
ham,"Sorry, I'll call later"
ham,You dont know you jabo me abi.
ham,Prabha..i'm soryda..realy..frm heart i'm sory
ham,So how are you really. What are you up to. How's the masters. And so on.
ham,Kinda. First one gets in at twelve! Aah. Speak tomo
ham,I got your back! Do you have any dislikes in bed?
ham,HELLO PEACH! MY CAKE TASTS LUSH!
ham,"That's the trouble with classes that go well - you're due a dodgey one Û_ Expecting mine tomo! See you for recovery, same time, same place "
ham,Are you willing to go for apps class.
ham,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.
ham,Let me know how to contact you. I've you settled in a room. Lets know you are ok.
ham,Oh... Okie lor...We go on sat... 
ham,Reverse is cheating. That is not mathematics.
ham,"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*"
ham,I am sorry it hurt you.
ham,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.
ham,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.
ham,thanks for the temales it was wonderful. Thank. Have a great week.
spam,This message is brought to you by GMW Ltd. and is not connected to the
ham,I said its okay. Sorry
ham,My sister going to earn more than me da.
spam,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!
spam,WIN URGENT! Your mobile number has been awarded with a å£2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm 
ham,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. ÌÏ got a lot of work ar?
ham,Have a nice day my dear.
ham,I jokin oni lar.. ÌÏ busy then i wun disturb Ì_.
ham,You're gonna have to be way more specific than that
ham,Can you do online transaction?
ham,No problem. How are you doing?
ham,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie
ham,Are you this much buzy
ham,I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u
ham,But am going to college pa. What to do. are else ill come there it self. Pa.
ham,Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.
ham,"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend."
ham,"Call me da, i am waiting for your call."
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705
ham,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you"
ham,Yo! Howz u? girls never rang after india. L
ham,And maybe some pressies
spam,SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
ham,Taka lor. Wat time u wan 2 come n look 4 us?
ham,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second"
ham,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams
ham,Nationwide auto centre (or something like that) on Newport road. I liked them there
ham,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya"
spam,Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA
ham,S.this will increase the chance of winning.
spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase
ham,Hahaha..use your brain dear
ham,I plane to give on this month end.
spam,FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF
spam,"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at å£350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS"
spam,Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm
spam,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !"
ham,Ok i juz receive..
ham,"It could work, we'll reach a consensus at the next meeting"
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"""
ham,Change windows logoff sound..
ham,I cant pick the phone right now. Pls send a message
ham,If u dun drive then how i go 2 sch.
ham,A cute thought for friendship: \Its not necessary to share every secret with ur close Frnd
ham,"Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu"
ham,"Not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u.."
ham,Its too late:)but its k.wish you the same.
ham,5 nights...We nt staying at port step liao...Too ex
ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD"
ham,No shoot me. I'm in the docs waiting room. :/
ham,Yup it's at paragon... I havent decided whether 2 cut yet... Hee...
ham,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!
ham,Is fujitsu s series lifebook good?
ham,I've not sent it. He can send me.
ham,I don't know but I'm raping dudes at poker
ham,"Did you say bold, then torch later. Or one torch and 2bold?"
ham,No no. I will check all rooms befor activities
spam,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs å£1.50 each"
ham,From tomorrow onwards eve 6 to 3 work.
ham,"Sure, whenever you show the fuck up &gt;:("
ham,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe"
ham,K k :-):-) then watch some films.
spam,Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123
ham,DO NOT B LATE LOVE MUM
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"""
ham,R u here yet? I'm wearing blue shirt n black pants.
ham,Today my system sh get ready.all is well and i am also in the deep well
ham,How i noe... Did Ì_ specify da domain as nusstu... ÌÏ still in sch...
ham,Or I guess  &lt;#&gt;  min
ham,Is there coming friday is leave for pongal?do you get any news from your work place.
ham,How are you doing. How's the queen. Are you going for the royal wedding
ham,Are you going to write ccna exam this week??
ham,LOL ... Have you made plans for new years?
ham,Please sen :)my kind advice :-)please come here and try:-)
ham,I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-)
ham,No but the bluray player can
ham,Yes:)from last week itself i'm taking live call.
ham,Just sent it. So what type of food do you like?
ham,What's the significance?
ham,My phone
ham,We stopped to get ice cream and will go back after
ham,"My sister in law, hope you are having a great month. Just saying hey. Abiola"
ham,Call him and say you not coming today ok and tell them not to fool me like this ok
ham,either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.
ham,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil
ham,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.
ham,Hey we can go jazz power yoga hip hop kb and yogasana 
spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX å£1.50
ham,"If we hit it off, you can move in with me :)"
ham,I fetch yun or u fetch?
ham,I meant middle left or right?
spam,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp å£1.50/msg.
ham,"Sorry, I'll call later"
spam,Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
ham,I dont thnk its a wrong calling between us
ham,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget"
ham,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.
spam,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX"
ham,Hi' Test on  &lt;#&gt; rd ....
ham,Thanx a lot 4 ur help!
ham,Dont pick up d call when something important is There to tell. Hrishi
ham,Dear got bus directly to calicut
spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
ham,"Oops I did have it,  &lt;#&gt; ?"
ham,"see you then, we're all christmassy here!"
ham,S da..al r above  &lt;#&gt;
ham,We don call like  &lt;#&gt;  times oh. No give us hypertension oh.
ham,Hi good mornin.. Thanku wish u d same..
ham,Ya srsly better than yi tho
ham,Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol
ham,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!"
ham,ÌÏ still attending da talks?
ham,Anything lor. Juz both of us lor.
ham,Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you
ham,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx
ham,Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/
ham,"K, can I pick up another 8th when you're done?"
ham,Alex says he's not ok with you not being ok with it
ham,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details"
ham,This phone has the weirdest auto correct.
ham,Sent me ur email id soon
ham,Free any day but i finish at 6 on mon n thurs...
ham,She ran off with a younger man. we will make pretty babies together :)
ham,Yup i've finished c Ì_ there...
ham,"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)"
ham,Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today
ham,Boo what time u get out? U were supposed to take me shopping today. :(
ham,Give me a sec to think think about it
ham,I knew it... U slept v late yest? Wake up so late...
ham,What happen dear. Why you silent. I am tensed
ham,Morning only i can ok.
ham,"Not really dude, have no friends i'm afraid :("
ham," came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too."
ham,"Gud gud..k, chikku tke care.. sleep well gud nyt"
spam,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324"
ham,If you r @ home then come down within 5 min
ham,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...
ham,Are u coming to the funeral home
ham,This pain couldn't have come at a worse time.
ham,"Alright we're hooked up, where you guys at"
ham,COME BACK TO TAMPA FFFFUUUUUUU
ham,Do u knw dis no. &lt;#&gt; ?
ham,Yup. Wun believe wat? U really neva c e msg i sent shuhui?
ham,I sent them. Do you like?
ham,Are you sure you don't mean \get here
ham,Ambrith..madurai..met u in arun dha marrge..remembr?
ham,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju)
spam,This is the 2nd time we have tried to contact u. U have won the å£1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm
ham,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.
ham,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly.."
ham,Yo dude guess who just got arrested the other day
ham,U repeat e instructions again. Wat's e road name of ur house?
ham,Yes see ya not on the dot
ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com"
ham,Sindu got job in birla soft ..
ham,Why she wants to talk to me
ham,Hows the champ just leaving glasgow!
ham,Gud mrng dear hav a nice day
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
ham,Lmao ok I wont be needing u to do my hair anymore.
ham,Ok no prob...
ham,Networking job is there.
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
ham,Whatsup there. Dont u want to sleep
ham,What u talking bout early morning? It's almost noon where your at!
ham,"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?"
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu
ham,I doubt you could handle 5 times per night in any case...
ham,\CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R
ham,"ItÛ÷s reassuring, in this crazy world."
ham,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI
ham,So u workin overtime nigpun?
ham,Can't take any major roles in community outreach. You rock mel
ham,Erutupalam thandiyachu
spam,Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2
ham,"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala."
spam,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!"
ham,No he didn't. Spring is coming early yay!
ham,Ok. I only ask abt e movie. U wan ktv oso?
ham,Hey are we going for the lo lesson or gym? 
spam,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!"
ham,Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx
ham,"I wonder if your phone battery went dead ? I had to tell you, I love you babe"
ham,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care
ham,Then Ì_ ask dad to pick Ì_ up lar... ÌÏ wan 2 stay until 6 meh...
ham,"Call me. I m unable to cal. Lets meet bhaskar, and deep"
ham,Good morning princess! How are you?
ham,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...
ham,Yes..gauti and sehwag out of odi series.
ham,Where you. What happen
ham,"Aight will do, thanks again for comin out"
ham,Ofcourse I also upload some songs
ham,How u doin baby girl ?? hope u are okay every time I call ure phone is off! I miss u get in touch
ham,"Sorry, I'll call later"
ham,"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know."
ham,Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.
ham,Reverse is cheating. That is not mathematics.
spam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm
ham,"Yeah, probably here for a while"
ham,Ok... Ur typical reply...
ham,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ..."
ham,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour"
ham,"I want to show you the world, princess :) how about europe?"
ham,Like a personal sized or what
ham,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola
ham,"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com"
ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
ham,So when do you wanna gym harri
ham,\ER
ham,K sure am in my relatives home. Sms me de. Pls:-)
ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-"
ham,Aiyo a bit pai seh Ì_ noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...
ham,I love your ass! Do you enjoy doggy style? :)
spam,Missed call alert. These numbers called but left no message. 07008009200
ham,Ok I'm gonna head up to usf in like fifteen minutes
ham,Sary just need Tim in the bollox &it hurt him a lot so he tol me!
ham,There bold 2  &lt;#&gt; . Is that yours
ham,Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?
ham,Dear where you will be when i reach there
ham,Eatin my lunch...
ham,Blank is Blank. But wat is blank? Lol
ham,"Do whatever you want. You know what the rules are. We had a talk earlier this week about what had to start happening, you showing responsibility. Yet, every week it's can i bend the rule this way? What about that way? Do whatever. I'm tired of having thia same argument with you every week. And a  &lt;#&gt;  movie DOESNT inlude the previews. You're still getting in after 1."
ham,"K will do, addie &amp; I are doing some art so I'll be here when you get home"
ham,A guy who gets used but is too dumb to realize it.
ham,Why you keeping me away like this
spam,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!
ham,I'll probably be around mu a lot
ham,Wen did you get so spiritual and deep. That's great
ham,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.
ham,Ok i am on the way to railway
ham,There is a first time for everything :)
spam,Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP Arrow
ham,Havent still waitin as usual... ÌÏ come back sch oredi?
ham,How is it possible to teach you. And where.
ham,I'm in office now da:)where are you?
ham,A bloo bloo bloo I'll miss the first bowl
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
spam,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 å£100 cash. Name the NEW US President? txt ans to 80082
ham,I dont understand your message.
spam,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B
ham,"Sorry da thangam, very very sorry i am held up with prasad."
ham,"Yeah I am, so I'll leave maybe 7ish?"
ham,She went to attend another two rounds today..but still did't reach home..
spam,ringtoneking 84484
ham,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..
ham,"Go until jurong point, crazy.. Available only in bugis n great world la e buffet... Cine there got amore wat..."
ham,Watching tv lor. Nice one then i like lor.
ham,What time. IÛ÷m out until prob 3 or so
ham,Call to the number which is available in appointment. And ask to connect the call to waheed fathima.
ham,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...
ham,This single single answers are we fighting? Plus i said am broke and you didnt reply
ham,Which channel:-):-):):-).
ham,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-)
spam,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(å£1.50p. m)
ham,Apps class varaya elaya.
ham,What happen dear tell me
spam,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their \suppliers\"""
ham,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India."
ham,Are you ok. What happen to behave like this
ham,Howz that persons story
ham,Shall call now dear having food
ham,"\HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.\"""""
ham,Wow v v impressed. Have funs shopping!
ham,Jason says it's cool if we pick some up from his place in like an hour
ham,1's reach home call me.
ham,Thanks for loving me so. You rock
ham,"Alright if you're sure, let me know when you're leaving"
ham,That's y we haf to combine n c how lor...
ham,I absolutely LOVE South Park! I only recently started watching the office.
ham,My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.
spam,RECPT 1/3. You have ordered a Ringtone. Your order is being processed...
ham,"Ya, told..she was asking wats matter?"
ham,The hair cream has not been shipped.
spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text"
ham,Hi:)did you asked to waheeda fathima about leave?
ham,Jokin only lar... :-) depends on which phone my father can get lor...
ham,"Easy mate, * guess the quick drink was bit ambitious."
ham,My friends use to call the same.
ham,Now? I'm going out 4 dinner soon..
ham,It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke
ham,Where r we meeting?
ham,Dear how you. Are you ok?
ham,"Yes..but they said its IT.,"
spam,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app
ham,Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...
spam,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk"
ham,Yo theres no class tmrw right?
ham,Tell dear what happen to you. Why you talking to me like an alian
ham,That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.
spam,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv
spam,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow
ham,Ok then i will come to ur home after half an hour
ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
ham,Fine am simply sitting.
ham,Anything lor if they all go then i go lor...
ham,Mm umma ask vava also to come tell him can play later together
ham,She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy
ham,Its going good...no problem..but still need little experience to understand american customer voice...
ham,"Yeah, where's your class at?"
ham,Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.
ham,Idea will soon get converted to live:)
ham,Heehee that was so funny tho
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
ham,"Aight, lemme know what's up"
ham,Pls accept me for one day. Or am begging you change the number.
ham,"Thanks da thangam, i feel very very happy dear. I also miss you da."
ham,How do you guys go to see movies on your side.
ham,Hurry home. Soup is DONE!
ham,"And how you will do that, princess? :)"
ham,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee..."
ham,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting."
ham,So lets make it saturday or monday as per convenience.
ham,Yup bathe liao...
ham,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar"
ham,"Dizzamn, aight I'll ask my suitemates when I get back"
ham,I have a sore throat. It's scratches when I talk
ham,"That day Ì_ say Ì_ cut ur hair at paragon, is it called hair sense? Do Ì_ noe how much is a hair cut? "
ham,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May"
ham,I liked the new mobile
ham,"Sorry,  in meeting I'll call you later"
ham,"Goodmorning, today i am late for  &lt;DECIMAL&gt; min."
ham,Sounds like you have many talents! would you like to go on a dinner date next week?
spam,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available"
ham,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx
ham,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen"
ham,Senthil group company Apnt 5pm.
ham,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?"
ham,Two teams waiting for some players
ham,"Lets use it next week, princess :)"
ham,I've reached already.
ham,Sac will score big hundred.he is set batsman:-)
ham,Can you plz tell me the ans. BSLVYL sent via fullonsms.com
ham,"Sorry, I'll call later"
ham,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE
ham,Want to finally have lunch today?
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
ham,If you r @ home then come down within 5 min
ham,"Sorry, I can't help you on this."
ham,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.
ham,I will come tomorrow di
